team,id,name,position,jersey,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns
Ole Miss,4cc524b0-a282-11ed-8817-fbb3e64504d9,Skielar Mann,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,4dfb25e9-33d1-44dc-b7ec-89eac3c8322d,Logan Diggs,RB,22,1.0,1.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
Ole Miss,4e4e65a0-eacd-11ee-ae70-b9e100f9e2a3,Dillon Hipp,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,4ee98f9e-09c6-49e0-965a-ef876fccdd33,Calvin Wilson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,511ddfb0-ef5e-11ed-ba71-41956f3878c1,Torian Kelly,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,54787690-5437-11ef-9fca-813db73cd1c3,Trey Nightingale,OL,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5b985710-0772-11ed-9d37-15b02999c0f4,Zach Johansen,SAF,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5bb007d0-a280-11ed-8817-fbb3e64504d9,Suntarine Perkins,LB,4,,,,,,,,,,,,34.0,25.0,59.0,10.5,62.0,1.0,1.0,0.0,1.0,12.0,13.0,60.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5c2b446e-b461-4e57-88be-0b438143ccf1,Reece McIntyre,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5cdcc433-ee82-468b-9124-5acd1d2bf91e,Princely Umanmielen,DE,,,,,,,,,,,,,20.0,17.0,37.0,10.5,71.0,0.0,0.0,1.0,1.0,12.0,10.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5e58499b-1968-4f72-88c0-f3c164f6a899,Chris Hardie,DE,,,,,,,,,,,,,4.0,2.0,6.0,1.5,12.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,5fe50980-a281-11ed-8817-fbb3e64504d9,AJ Brown Sr.,DB,16,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,63922534-e459-487a-b09a-3eb496f46902,Tavion Prather,DT,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,669c9fa0-16bb-11ee-8c92-9338d1b61ba9,Lane Hewett,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,66da6200-eacc-11ee-ae70-b9e100f9e2a3,Jude Foster,OL,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,692b9d20-8e95-11ec-8d02-85ead82574a9,Walker Howard,QB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ole Miss,71f14f40-daad-11ec-9fbe-d764b66afc75,Salathiel Hemphill,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,7658d5eb-084d-4197-9d2e-b8306d50373d,John Saunders Jr.,SAF,,,,,,,,,,,,,29.0,19.0,48.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,77d3d300-5437-11ef-9fca-813db73cd1c3,William Echoles,DT,52,,,,,,,,,,,,5.0,4.0,9.0,0.5,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,77fb5de1-5296-47b2-b102-2a4f2ebede35,Izaiah Hartrup,WR,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,7a751562-a506-4844-813c-c399196e02d9,Tre Harris,WR,,60.0,78.0,1030.0,17.167,70.0,7.0,70.0,993.0,8.0,37.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,7bd128b0-ef5f-11ed-ba71-41956f3878c1,John Ross Ashley,CB,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,7f4279d0-a280-11ed-8817-fbb3e64504d9,Ayden Williams,WR,11,3.0,4.0,39.0,13.0,14.0,0.0,0.0,39.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,81f1c9c0-8638-11ec-ac3f-2f01cb0af5e4,Nick Cull,SAF,29,,,,,,,,,,,,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,823f49a0-a281-11ed-8817-fbb3e64504d9,Cayden Lee,WR,19,57.0,73.0,874.0,15.333,58.0,2.0,35.0,822.0,8.0,52.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
Ole Miss,83c97580-5436-11ef-9fca-813db73cd1c3,Jack Harper,TE,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,87e6bbd0-eac0-11ee-8a20-978585ed32d7,Zamari Bruce,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,8daf0263-24c2-4a17-8d5c-e48ba49cfb75,Jordan Watkins,WR,,49.0,73.0,906.0,18.49,75.0,9.0,75.0,881.0,9.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.667,3.0,0.0,20.0,19.0,0.0,1.0,1.0,-2.0,1.0,,,,,,,,,,,,,,,,,
Ole Miss,8fd911a0-ef60-11ed-ba71-41956f3878c1,Nyseer Fullwood-Theodore,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,95b718c7-9d56-4fa4-adc6-0042ce919bfc,Caden Prieskorn,TE,,27.0,38.0,401.0,14.852,46.0,3.0,46.0,371.0,8.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,95e1f900-234a-11ed-8e1e-812349f8e9b9,Charlie Pollock,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,96f38760-ef5e-11ed-ba71-41956f3878c1,Antione Johnson,SAF,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9a9d9340-5436-11ef-9fca-813db73cd1c3,Micah Stallworth,CB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9e77ae40-5438-11ef-9d43-b5e7b712a036,Kavion Broussard,OL,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9f0a3ea0-eaab-11ee-ab40-49605a2c8d3d,Kam Franklin,DE,5,,,,,,,,,,,,5.0,6.0,11.0,2.5,16.0,0.0,0.0,0.0,0.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9f0e46f0-8bb2-45dc-803c-bea8bc43f3da,Key Lawrence,SAF,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9f7299c0-16ba-11ee-8c92-9338d1b61ba9,Ali Scott,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,9f7c2e70-a281-11ed-8817-fbb3e64504d9,Chamberlain Campbell,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a077b970-5437-11ef-813c-4f549f3a8913,Joe Koury,OL,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a506cc90-5439-11ef-9354-2fc21cd8485e,Kamron Beavers,DT,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a554d671-95f0-4349-bfb8-5750d7f1dd57,Yam Banks,SAF,,,,,,,,,,,,,11.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a57b3ac0-9b7c-11ed-a4a7-731774d8a58d,Micah Davis,WR,6,5.0,9.0,57.0,11.4,26.0,0.0,0.0,57.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.368,19.0,0.0,45.0,9.0,0.0,2.0,5.0,-7.0,2.0,,,,,,,,,,,,,,,,,
Ole Miss,a6f6bb8d-4b60-49f8-9f36-3cc16006fbf4,Antwane Wells Jr.,WR,,28.0,61.0,553.0,19.75,66.0,6.0,61.0,529.0,6.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,0.0,4.0,4.0,0.0,1.0,2.0,-8.0,0.0,,,,,,,,,,,,,,,,,
Ole Miss,a78bff00-eac9-11ee-8a20-978585ed32d7,Raymond Collins,LB,22,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a8ba87c0-9021-11ec-8556-6fa97bcffaf0,Jason Albritton,RB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,6.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ole Miss,a8cbbc44-11dd-488a-8745-ae3ebdf87ca9,Trey Washington,SAF,,,,,,,,,,,,,40.0,25.0,65.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a95635b0-eadf-11ee-8f46-cb3c10be7a07,AJ Maddox,QB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,a9a30300-12e8-11ef-87b4-47a08d4ced63,Anthony Robinson III,SAF,20,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,aa83e7a0-eadc-11ee-9ffe-230dbeb1c34b,Andy Jaffe,SAF,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ace82160-2e10-4ed9-8ffd-d6f207242d25,Henry Parrish Jr.,RB,,15.0,21.0,82.0,5.467,16.0,0.0,0.0,86.0,3.0,-4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.215,130.0,10.0,678.0,42.0,25.0,33.0,7.0,-8.0,37.0,,,,,,,,,,,,,,,,,
Ole Miss,ad9dcea0-0772-11ed-9d37-15b02999c0f4,Trip White,LB,30,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,b01cd5c0-8b5a-11ec-acb3-fb50867d2b0c,TJ Dottery,LB,6,,,,,,,,,,,,42.0,34.0,76.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,b0c444e0-5434-11ef-985e-351155b0e03c,Katrevrick Banks,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,b289d1d0-eab9-11ee-bb17-c9f5bd8d8d00,TJ Banks,CB,19,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,b3d76e30-eabe-11ee-bbe3-bb9695cf0723,Cedrick Beavers,CB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,b4325ca0-8639-11ec-ac3f-2f01cb0af5e4,Zxavian Harris,DT,51,,,,,,,,,,,,13.0,20.0,33.0,1.5,10.0,0.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,baed4b70-5438-11ef-9d43-b5e7b712a036,John Wayne Oliver,OL,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,bb335060-ef5e-11ed-ba71-41956f3878c1,Josh Aka,WR,,2.0,4.0,19.0,9.5,11.0,0.0,0.0,19.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,bc4cb650-dc93-11ec-a841-21df71535e78,Domonique Thomas,RB,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.69,42.0,1.0,197.0,22.0,1.0,11.0,1.0,-1.0,9.0,,,,,,,,,,,,,,,,,
Ole Miss,bd3943a0-8638-11ec-ac3f-2f01cb0af5e4,Preston Cushman,OL,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,c12ce440-eabc-11ee-a719-c50748b43daa,CJ Barney,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,c36ca100-5439-11ef-9354-2fc21cd8485e,Caleb Blankenship,LS,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,c6033efc-83b2-4720-9e6d-724a535e8807,Khari Coleman,LB,,,,,,,,,,,,,20.0,25.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,c7163a10-0872-11ed-952e-d73f50a534c5,Louis Moore,DB,7,,,,,,,,,,,,17.0,19.0,36.0,0.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,c96f3e20-5437-11ef-903d-13e38929f7be,Lakendrick Clancy,DT,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,cb8b3490-16ba-11ee-8c92-9338d1b61ba9,DeeJay Holmes Jr.,DE,47,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ccefd4f0-12f2-11ef-afda-49bb83882db7,Noreel White,WR,,2.0,6.0,34.0,17.0,20.0,0.0,0.0,34.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ce8a9310-5436-11ef-9fca-813db73cd1c3,Mike Baker,K,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,d138f342-12e0-4942-b005-ca9fee65b692,Caden Davis,K,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-200.0,0.0,0.0,1.0,0.0,0.0,0.0
Ole Miss,d343e9a0-89d7-11ec-846d-43cbfaabacfd,Dae'Quan Wright,TE,8,27.0,40.0,394.0,14.593,35.0,4.0,21.0,394.0,7.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,d756e0d6-85d5-4ab7-acdf-e629a0523f59,Ulysses Bentley IV,RB,,13.0,15.0,99.0,7.615,31.0,0.0,0.0,99.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.988,84.0,5.0,419.0,89.0,89.0,14.0,9.0,-22.0,18.0,,,,,,,,,,,,,,,,,
Ole Miss,d780cc70-84a7-11ec-a2e6-affc80bcd2fc,Jarnorris Hopson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,da6b3a30-3791-11ee-b004-25513aac49d7,Austin Simmons,QB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,59.375,282.0,8.813,1.0,7.0,2.0,35.0,0.0,154.03,35.0,5.0,1.0,282.0,16.0,0.0
Ole Miss,dbde5b70-5434-11ef-985e-351155b0e03c,Pat Broomfield,CB,27,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,dbedffc0-16ba-11ee-8c92-9338d1b61ba9,Wyatt Smalley,TE,47,1.0,1.0,8.0,8.0,8.0,0.0,0.0,2.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,decc0204-b957-40e5-86f2-888b4873a7c1,Chris Paul Jr.,LB,,,,,,,,,,,,,51.0,36.0,87.0,3.5,27.5,1.0,1.0,0.0,1.0,5.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,dffaa732-db29-46c6-a3cb-748db917c1cd,Nate Kalepo,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e23c1d10-0772-11ed-9ff7-c99a54d07a0f,Harrison Craig,SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e68c0220-eacb-11ee-ae70-b9e100f9e2a3,Paris Evans,DE,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e6e44ad0-ffe8-11ed-a6e3-4b29bfcbde5e,Kortlen Wilfawn,LS,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e72da13a-d4db-41c4-a39d-7fad93da6157,Brandon Turnage,CB,,,,,,,,,,,,,17.0,7.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e86e78ae-22d7-4fc2-8a47-4f19614beaba,Jayden Williams,OL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e898a8a3-204f-4b3d-8abd-6990ca032f00,Isaiah Hamilton,CB,,,,,,,,,,,,,12.0,4.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,e8990b30-8637-11ec-ac3f-2f01cb0af5e4,Tyler Banks,LB,34,,,,,,,,,,,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ea1376d9-bcb7-48d4-935d-41e49cd507a1,Caleb Warren,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ebc40cdd-41ab-4ed2-8d97-5eaabc16b431,Micah Pettus,OL,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,f375d4e0-a281-11ed-8817-fbb3e64504d9,Daniel Demery,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,f763537b-5570-4bcc-ba16-12005a46c2dd,Hudson Wolfe,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,f98e3a40-16ba-11ee-8c92-9338d1b61ba9,Mark Trigg Jr.,LB,48,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,fa947c20-16b9-11ee-8c92-9338d1b61ba9,Austin Acton,RB,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ole Miss,ff22d220-863a-11ec-ac3f-2f01cb0af5e4,Fraser Masin,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,ff5f4260-a280-11ed-8817-fbb3e64504d9,Jamarious Brown,DT,96,,,,,,,,,,,,5.0,14.0,19.0,0.5,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
